order_id,date,product,category,region,units,price,discount,marketing_spend,revenue,returned,seasonality_index
ORD-100093,2021-01-08,Phone Case Armor,Electronics,Central,1,12.34,0.05,24.73,12.34,0,0.9
ORD-100092,2021-01-08,Ceramic Knife Set,Home & Kitchen,South,3,31.49,0.1,14.04,94.47,0,0.9
ORD-100100,2021-01-08,Sunglasses UV400,Accessories,North,1,17.99,0.0,9.5,17.99,0,0.9
ORD-100090,2021-01-08,LED Desk Lamp,Electronics,North,5,26.12,0.05,31.66,130.6,0,0.9
ORD-100089,2021-01-08,Backpack Urban,Accessories,West,5,42.0,0.0,24.1,210.0,0,0.9
ORD-100095,2021-01-08,Backpack Urban,Accessories,East,2,42.0,0.0,3.39,84.0,0,0.9
ORD-100103,2021-01-08,Ceramic Knife Set,Home & Kitchen,East,5,27.99,0.2,2.95,139.95,0,0.9
ORD-100091,2021-01-08,Running Shoes Flex,Sports & Fitness,South,5,50.99,0.15,38.97,254.95,0,0.9
ORD-100116,2021-01-09,Ceramic Knife Set,Home & Kitchen,Central,5,33.24,0.05,15.11,166.2,0,0.9
ORD-100127,2021-01-09,Bluetooth Speaker XS,Electronics,East,5,45.0,0.0,8.37,225.0,0,0.9
ORD-100126,2021-01-09,Backpack Urban,Accessories,Central,1,42.0,0.0,10.33,42.0,0,0.9
ORD-100122,2021-01-09,Ceramic Knife Set,Home & Kitchen,West,2,31.49,0.1,36.13,62.98,0,0.9
ORD-100120,2021-01-09,Phone Case Armor,Electronics,East,1,12.99,0.0,22.44,12.99,0,0.9
ORD-100105,2021-01-09,Phone Case Armor,Electronics,South,5,12.99,0.0,7.52,64.95,0,0.9
ORD-100117,2021-01-09,Sunglasses UV400,Accessories,North,1,15.29,0.15,24.25,15.29,0,0.9
ORD-100107,2021-01-09,Sunglasses UV400,Accessories,North,4,14.39,0.2,27.93,57.56,0,0.9
ORD-100124,2021-01-09,Insulated Steel Bottle,Home & Kitchen,West,2,19.99,0.0,20.56,39.98,0,0.9
ORD-100110,2021-01-09,Sunglasses UV400,Accessories,East,2,17.99,0.0,35.07,35.98,0,0.9
ORD-100111,2021-01-09,Ceramic Knife Set,Home & Kitchen,North,1,33.24,0.05,19.21,33.24,0,0.9
ORD-100113,2021-01-09,LED Desk Lamp,Electronics,East,1,24.75,0.1,18.75,24.75,0,0.9
ORD-100123,2021-01-09,Bluetooth Speaker XS,Electronics,East,2,45.0,0.0,15.69,90.0,0,0.9
ORD-100108,2021-01-09,Sunglasses UV400,Accessories,Central,1,17.99,0.0,24.11,17.99,0,0.9
ORD-100125,2021-01-09,Running Shoes Flex,Sports & Fitness,West,2,53.99,0.1,37.98,107.98,0,0.9
ORD-100106,2021-01-09,Leather Wallet Classic,Accessories,Central,2,22.5,0.0,10.64,45.0,0,0.9
ORD-100121,2021-01-09,Sunglasses UV400,Accessories,Central,1,17.99,0.0,1.15,17.99,0,0.9
ORD-100109,2021-01-09,Insulated Steel Bottle,Home & Kitchen,Central,5,16.99,0.15,16.67,84.95,0,0.9
ORD-100119,2021-01-09,Backpack Urban,Accessories,South,2,42.0,0.0,33.25,84.0,0,0.9
ORD-100114,2021-01-09,Wireless Earbuds Pro,Electronics,North,5,39.99,0.0,34.59,199.95,0,0.9
ORD-100115,2021-01-09,Ceramic Knife Set,Home & Kitchen,Central,5,27.99,0.2,22.22,139.95,0,0.9
ORD-100112,2021-01-09,LED Desk Lamp,Electronics,East,5,26.12,0.05,15.72,130.6,0,0.9
ORD-100118,2021-01-09,Wireless Earbuds Pro,Electronics,South,2,39.99,0.0,4.54,79.98,0,0.9
ORD-100139,2021-01-10,Running Shoes Flex,Sports & Fitness,Central,2,59.99,0.0,9.33,119.98,0,0.9
ORD-100128,2021-01-10,Leather Wallet Classic,Accessories,East,4,22.5,0.0,13.83,90.0,0,0.9
ORD-100140,2021-01-10,Aroma Diffuser Mini,Home & Kitchen,Central,1,29.99,0.0,31.57,29.99,0,0.9
ORD-100138,2021-01-10,Sunglasses UV400,Accessories,North,5,17.99,0.0,22.56,89.95,0,0.9
ORD-100133,2021-01-10,Sunglasses UV400,Accessories,East,2,17.09,0.05,25.12,34.18,0,0.9
ORD-100141,2021-01-10,Bluetooth Speaker XS,Electronics,North,4,45.0,0.0,23.47,180.0,0,0.9
ORD-100137,2021-01-10,Phone Case Armor,Electronics,East,5,11.69,0.1,14.17,58.45,0,0.9
ORD-100136,2021-01-10,Backpack Urban,Accessories,East,3,42.0,0.0,28.53,126.0,0,0.9
ORD-100129,2021-01-10,Insulated Steel Bottle,Home & Kitchen,South,3,19.99,0.0,6.89,59.97,0,0.9
ORD-100134,2021-01-10,Wireless Earbuds Pro,Electronics,General,2,,0.0,20.02,71.98,0,0.9
ORD-100130,2021-01-10,Insulated Steel Bottle,Home & Kitchen,South,3,17.99,0.1,13.8,53.97,0,0.9
ORD-100135,2021-01-10,Aroma Diffuser Mini,Home & Kitchen,South,2,28.49,0.05,21.25,56.98,0,0.9
ORD-100131,2021-01-10,Yoga Mat Pro,Sports & Fitness,West,5,24.99,0.0,21.38,124.95,0,0.9
ORD-100132,2021-01-10,Backpack Urban,Accessories,East,2,42.0,0.0,13.2,84.0,0,0.9
ORD-100155,2021-01-11,Wireless Earbuds Pro,Electronics,Central,5,35.99,0.1,38.6,179.95,0,0.9
ORD-100153,2021-01-11,Leather Wallet Classic,Accessories,North,2,22.5,0.0,5.55,45.0,0,0.9
ORD-100144,2021-01-11,Yoga Mat Pro,Sports & Fitness,North,4,22.49,0.1,3.52,89.96,0,0.9
ORD-100150,2021-01-11,Phone Case Armor,Electronics,Central,1,12.99,0.0,11.55,12.99,0,0.9
ORD-100146,2021-01-11,Leather Wallet Classic,Accessories,North,2,22.5,0.0,36.7,45.0,0,0.9
ORD-100143,2021-01-11,Yoga Mat Pro,Sports & Fitness,Central,5,21.24,0.15,0.3,106.2,0,0.9
ORD-100148,2021-01-11,Leather Wallet Classic,Accessories,South,2,22.5,0.0,30.78,45.0,0,0.9
ORD-100147,2021-01-11,Leather Wallet Classic,Accessories,East,3,20.25,0.1,28.74,60.75,0,0.9
ORD-100145,2021-01-11,Running Shoes Flex,Sports & Fitness,West,3,59.99,0.0,16.42,179.97,0,0.9
ORD-100152,2021-01-11,Leather Wallet Classic,Accessories,South,2,22.5,0.0,21.96,45.0,0,0.9
ORD-100142,2021-01-11,Ceramic Knife Set,Home & Kitchen,East,4,34.99,0.0,22.83,139.96,0,0.9
ORD-100151,2021-01-11,LED Desk Lamp,Electronics,South,4,27.5,0.0,23.76,110.0,0,0.9
ORD-100156,2021-01-11,Leather Wallet Classic,Accessories,East,3,19.12,0.15,7.25,57.36,0,0.9
ORD-100154,2021-01-11,Wireless Earbuds Pro,Electronics,East,1,39.99,0.0,18.86,39.99,0,0.9
ORD-100149,2021-01-11,Yoga Mat Pro,Sports & Fitness,North,4,24.99,0.0,20.3,99.96,0,0.9
ORD-100164,2021-01-12,Aroma Diffuser Mini,Home & Kitchen,North,2,28.49,0.05,35.07,56.98,0,0.9
ORD-100165,2021-01-12,Yoga Mat Pro,Sports & Fitness,West,5,24.99,0.0,33.86,124.95,0,0.9
ORD-100157,2021-01-12,Backpack Urban,Accessories,South,4,42.0,0.0,23.53,168.0,0,0.9
ORD-100158,2021-01-12,Leather Wallet Classic,Accessories,North,3,22.5,0.0,21.59,67.5,0,0.9
ORD-100166,2021-01-12,Leather Wallet Classic,Accessories,West,5,22.5,0.0,19.45,112.5,0,0.9
ORD-100161,2021-01-12,Running Shoes Flex,Sports & Fitness,Central,3,59.99,0.0,5.57,179.97,0,0.9
ORD-100162,2021-01-12,Wireless Earbuds Pro,Electronics,Central,4,37.99,0.05,22.93,151.96,0,0.9
ORD-100163,2021-01-12,Yoga Mat Pro,Sports & Fitness,North,1,24.99,0.0,9.94,24.99,0,0.9
ORD-100160,2021-01-12,Leather Wallet Classic,Accessories,East,3,22.5,0.0,17.26,67.5,0,0.9
ORD-100159,2021-01-12,Sunglasses UV400,Accessories,Central,1,16.19,0.1,15.36,16.19,0,0.9
ORD-100171,2021-01-13,Leather Wallet Classic,Accessories,West,5,21.38,0.05,6.1,106.9,0,0.9
ORD-100182,2021-01-13,Aroma Diffuser Mini,Home & Kitchen,West,1,29.99,0.0,16.58,29.99,0,0.9
ORD-100175,2021-01-13,Leather Wallet Classic,Accessories,South,5,22.5,0.0,29.77,112.5,0,0.9
ORD-100174,2021-01-13,Backpack Urban,Accessories,East,4,42.0,0.0,36.83,168.0,0,0.9
ORD-100181,2021-01-13,Yoga Mat Pro,Sports & Fitness,North,2,24.99,0.0,26.54,49.98,0,0.9
ORD-100176,2021-01-13,Aroma Diffuser Mini,Home & Kitchen,West,1,29.99,0.0,13.34,29.99,0,0.9
ORD-100172,2021-01-13,Backpack Urban,Accessories,North,1,42.0,0.0,29.46,42.0,0,0.9
ORD-100177,2021-01-13,Sunglasses UV400,Accessories,South,2,15.29,0.15,13.85,30.58,0,0.9
ORD-100179,2021-01-13,Phone Case Armor,Electronics,West,3,12.99,0.0,7.06,38.97,0,0.9
ORD-100173,2021-01-13,Yoga Mat Pro,Sports & Fitness,Central,3,24.99,0.0,4.53,74.97,0,0.9
ORD-100167,2021-01-13,Aroma Diffuser Mini,Home & Kitchen,East,2,29.99,0.0,13.83,59.98,0,0.9
ORD-100169,2021-01-13,Leather Wallet Classic,Accessories,West,2,22.5,0.0,0.72,45.0,0,0.9
ORD-100180,2021-01-13,Yoga Mat Pro,Sports & Fitness,East,5,21.24,0.15,14.5,106.2,0,0.9
ORD-100178,2021-01-13,LED Desk Lamp,Electronics,East,2,23.38,0.15,23.48,46.76,0,0.9
ORD-100168,2021-01-13,Backpack Urban,Accessories,Central,2,35.7,0.15,6.13,71.4,0,0.9
ORD-100170,2021-01-13,LED Desk Lamp,Electronics,Central,4,27.5,0.0,36.75,110.0,0,0.9
ORD-100188,2021-01-14,Backpack Urban,Accessories,North,2,37.8,0.1,21.06,75.6,0,0.9
ORD-100193,2021-01-14,Aroma Diffuser Mini,Home & Kitchen,South,4,29.99,0.0,8.2,119.96,0,0.9
ORD-100191,2021-01-14,Leather Wallet Classic,Accessories,North,1,21.38,0.05,7.14,21.38,0,0.9
ORD-100194,2021-01-14,Running Shoes Flex,Sports & Fitness,East,2,59.99,0.0,8.32,119.98,0,0.9
ORD-100190,2021-01-14,Sunglasses UV400,Accessories,Central,3,17.99,0.0,26.88,53.97,0,0.9
ORD-100184,2021-01-14,LED Desk Lamp,Electronics,North,3,27.5,0.0,18.73,82.5,0,0.9
ORD-100186,2021-01-14,Bluetooth Speaker XS,Electronics,East,4,45.0,0.0,19.88,180.0,0,0.9
ORD-100183,2021-01-14,Running Shoes Flex,Sports & Fitness,East,1,59.99,0.0,15.89,59.99,0,0.9
ORD-100187,2021-01-14,Aroma Diffuser Mini,Home & Kitchen,East,1,29.99,0.0,3.02,29.99,0,0.9
ORD-100189,2021-01-14,Running Shoes Flex,Sports & Fitness,North,4,53.99,0.1,34.68,215.96,0,0.9
ORD-100195,2021-01-14,Insulated Steel Bottle,Home & Kitchen,North,4,19.99,0.0,28.16,79.96,0,0.9
ORD-100196,2021-01-14,Ceramic Knife Set,Home & Kitchen,East,4,34.99,0.0,33.0,139.96,0,0.9
ORD-100192,2021-01-14,Phone Case Armor,Electronics,East,2,11.69,0.1,39.55,23.38,0,0.9
ORD-100185,2021-01-14,Leather Wallet Classic,Accessories,South,3,22.5,0.0,31.02,67.5,0,0.9
ORD-100197,2021-01-15,Ceramic Knife Set,Home & Kitchen,South,5,34.99,0.0,22.08,174.95,0,0.9
ORD-100201,2021-01-15,Sunglasses UV400,Accessories,West,1,17.99,0.0,33.4,17.99,0,0.9
ORD-100198,2021-01-15,Ceramic Knife Set,Home & Kitchen,West,4,34.99,0.0,38.98,139.96,0,0.9
ORD-100204,2021-01-15,Yoga Mat Pro,Sports & Fitness,South,2,24.99,0.0,26.06,49.98,0,0.9
ORD-100205,2021-01-15,Phone Case Armor,Electronics,North,5,12.99,0.0,5.48,64.95,0,0.9
ORD-100206,2021-01-15,Yoga Mat Pro,Sports & Fitness,North,3,24.99,0.0,24.02,74.97,0,0.9
ORD-100210,2021-01-15,Leather Wallet Classic,Accessories,East,3,22.5,0.0,28.76,67.5,0,0.9
ORD-100202,2021-01-15,Backpack Urban,Accessories,Central,2,35.7,0.15,27.65,71.4,0,0.9
ORD-100199,2021-01-15,Leather Wallet Classic,Accessories,North,1,20.25,0.1,19.5,20.25,0,0.9
ORD-100200,2021-01-15,Bluetooth Speaker XS,Electronics,South,3,45.0,0.0,29.67,135.0,0,0.9
ORD-100207,2021-01-15,Ceramic Knife Set,Home & Kitchen,West,2,29.74,0.15,16.75,59.48,0,0.9
ORD-100208,2021-01-15,Backpack Urban,Accessories,East,2,42.0,0.0,29.52,84.0,0,0.9
ORD-100209,2021-01-15,Ceramic Knife Set,Home & Kitchen,East,4,33.24,0.05,2.73,132.96,0,0.9
ORD-100203,2021-01-15,LED Desk Lamp,Electronics,North,2,27.5,0.0,32.6,55.0,0,0.9
ORD-100211,2021-01-15,Yoga Mat Pro,Sports & Fitness,Central,2,24.99,0.0,38.16,49.98,0,0.9
ORD-100215,2021-01-16,LED Desk Lamp,Electronics,North,1,27.5,0.0,38.01,27.5,0,0.9
ORD-100221,2021-01-16,LED Desk Lamp,Electronics,East,5,27.5,0.0,34.48,137.5,0,0.9
ORD-100225,2021-01-16,Aroma Diffuser Mini,Home & Kitchen,North,5,29.99,0.0,29.51,149.95,0,0.9
ORD-100228,2021-01-16,LED Desk Lamp,Electronics,Central,4,27.5,0.0,3.54,110.0,0,0.9
ORD-100229,2021-01-16,Phone Case Armor,Electronics,North,1,12.99,0.0,10.87,12.99,0,0.9
ORD-100220,2021-01-16,Running Shoes Flex,Sports & Fitness,South,5,56.99,0.05,7.7,284.95,0,0.9
ORD-100230,2021-01-16,Backpack Urban,Accessories,North,1,42.0,0.0,20.9,42.0,0,0.9
ORD-100217,2021-01-16,Yoga Mat Pro,Sports & Fitness,East,1,21.24,0.15,25.87,21.24,0,0.9
ORD-100233,2021-01-16,Ceramic Knife Set,Home & Kitchen,West,1,34.99,0.0,15.67,34.99,0,0.9
ORD-100223,2021-01-16,Phone Case Armor,Electronics,East,4,12.99,0.0,35.4,51.96,0,0.9
ORD-100231,2021-01-16,Wireless Earbuds Pro,Electronics,General,3,,0.0,20.02,119.97,0,0.9
ORD-100227,2021-01-16,Bluetooth Speaker XS,Electronics,East,3,40.5,0.1,21.16,121.5,0,0.9
ORD-100212,2021-01-16,Leather Wallet Classic,Accessories,South,1,22.5,0.0,28.2,22.5,0,0.9
ORD-100213,2021-01-16,Sunglasses UV400,Accessories,West,3,16.19,0.1,31.98,48.57,0,0.9
ORD-100216,2021-01-16,Phone Case Armor,Electronics,Central,3,12.34,0.05,32.26,37.02,0,0.9
ORD-100232,2021-01-16,Aroma Diffuser Mini,Home & Kitchen,North,2,29.99,0.0,1.68,59.98,0,0.9
ORD-100218,2021-01-16,Backpack Urban,Accessories,South,1,35.7,0.15,1.58,35.7,0,0.9
ORD-100222,2021-01-16,Bluetooth Speaker XS,Electronics,East,3,40.5,0.1,1.48,121.5,0,0.9
ORD-100224,2021-01-16,Leather Wallet Classic,Accessories,North,2,21.38,0.05,2.61,42.76,0,0.9
ORD-100219,2021-01-16,Running Shoes Flex,Sports & Fitness,South,1,59.99,0.0,22.72,59.99,0,0.9
ORD-100214,2021-01-16,Insulated Steel Bottle,Home & Kitchen,East,2,19.99,0.0,12.58,39.98,0,0.9
ORD-100226,2021-01-16,Backpack Urban,Accessories,South,4,42.0,0.0,0.98,168.0,0,0.9
ORD-100248,2021-01-17,Backpack Urban,Accessories,Central,4,42.0,0.0,30.11,168.0,0,0.9
ORD-100250,2021-01-17,Backpack Urban,Accessories,South,3,42.0,0.0,36.35,126.0,0,0.9
ORD-100259,2021-01-17,Running Shoes Flex,Sports & Fitness,East,5,59.99,0.0,12.94,299.95,0,0.9
ORD-100254,2021-01-17,Sunglasses UV400,Accessories,Central,2,17.99,0.0,25.3,35.98,0,0.9
ORD-100253,2021-01-17,Phone Case Armor,Electronics,South,5,12.34,0.05,4.28,61.7,0,0.9
ORD-100255,2021-01-17,Yoga Mat Pro,Sports & Fitness,West,4,24.99,0.0,30.83,99.96,0,0.9
ORD-100244,2021-01-17,Phone Case Armor,Electronics,Central,5,10.39,0.2,2.46,51.95,0,0.9
ORD-100258,2021-01-17,Phone Case Armor,Electronics,West,4,12.99,0.0,23.78,51.96,0,0.9
